ID	Tweet	Affect Dimension	Intensity Class
2018-Es-03633	Me reclamó nada. A veces yo extremaba mis ausencias, mis retrasos, mi mal humor, para provocar una aclaración. #ccdBot	anger	1: se infiere un bajo grado de enojo
2018-Es-06295	Me desperté y estaba la ventana abierta. 	anger	0: no se infieren niveles de enojo
2018-Es-00873	Pues en su intento por insultarme me dijo "negro" y "marico" y me pregunto que cuál será el nivel de este ser al decirme eso como insulto	anger	2: se infiere un grado moderado de enojo
2018-Es-00947	😱😱😱😱escucharon ese trueno? ⚡️	anger	0: no se infieren niveles de enojo
2018-Es-02198	Un asco me quedo el pelo 😤😤	anger	1: se infiere un bajo grado de enojo
2018-Es-00752	Tragos de amargo liqor, que no me hasen olvidar Y me siento como un cobarde ,que asta me pongo a llorar	anger	1: se infiere un bajo grado de enojo
2018-Es-06008	Quiero que mi hermana mire el internado y no quiere, es una soreta.. 😭	anger	1: se infiere un bajo grado de enojo
2018-Es-03246	A veces me gusta ser chocante	anger	1: se infiere un bajo grado de enojo
2018-Es-02997	@LuchoCassinotti yo no pq me dijiste resentida y sabes q no lo soy	anger	1: se infiere un bajo grado de enojo
2018-Es-03629	No me enojo si me hacen desaparecer	anger	0: no se infieren niveles de enojo
2018-Es-06593	@Silviu60477039 @Jorgerdz10Jorge @ohmymbappe @HaunterDice @Pedrodj047 @As_TomasRoncero Mola insultar a culerdos.😬😀	anger	2: se infiere un grado moderado de enojo
2018-Es-05075	Yo sé que esa mirada que me das no es para nada accidental Se nota la malicia y óyeme tú sí que sabes provocar	anger	0: no se infieren niveles de enojo
2018-Es-02765	Le estaba por mandar un msj y me acordé que estaba enojada	anger	1: se infiere un bajo grado de enojo
2018-Es-03078	@Aguero1Nahuel Hirviendo estoy jajajajajaja	anger	0: no se infieren niveles de enojo
2018-Es-04425	No sé, si vas a hablar de alienación, comprende al menos de qué va el término y no lo uses como insulto para demostrar clasismo intelectual.	anger	3: se infiere un grado alto de enojo
2018-Es-06012	@Clentrus @DalasReview lo consideras alguien terrible,pero¿te das cuenta de lo que escribes?	anger	1: se infiere un bajo grado de enojo
2018-Es-05378	Siempre estoy enojada, es mi don.. mi maldición.	anger	2: se infiere un grado moderado de enojo
2018-Es-04589	no me contesta y me enojo mas de lo ya estoy	anger	2: se infiere un grado moderado de enojo
2018-Es-06765	Alguien se anda ganando su mentadita de madre 	anger	2: se infiere un grado moderado de enojo
2018-Es-01897	Mi corazón es grande pero mas grande es mi enfado	anger	2: se infiere un grado moderado de enojo
2018-Es-00680	@UrreliG Si es por eso qué tengo yo super depresión	anger	0: no se infieren niveles de enojo
2018-Es-04399	Cada una de nosotras tiene un truco para provocar a su pareja	anger	0: no se infieren niveles de enojo
2018-Es-04906	Ejercicio para el Alma: Piensa en un futuro hermoso y no te quedes atrapado en un Pasado Amargo  ¡ Amate a ti mismo(a) ! .	anger	0: no se infieren niveles de enojo
2018-Es-05985	¿Sabéis el pulpo de buscando a Dory? ¿Recordáid que le faltaba un tentáculo y que vivía totalmente amargado y resentido?	anger	0: no se infieren niveles de enojo
2018-Es-02810	Que hdp es😠	anger	3: se infiere un grado alto de enojo
2018-Es-00943	Literal que todos pollerean hoy en vez de salir que onda?  Si no consigo segunda para la juntada me sumo lamentablemente	anger	1: se infiere un bajo grado de enojo
2018-Es-01045	Ser feliz no es tener una vida perfecta; ser feliz es reconocer que la vida vale la pena, a pesar de las dificultades.	anger	0: no se infieren niveles de enojo
2018-Es-05953	@selene_pauluna Espero valga la pena!!!! 😅 😅	anger	0: no se infieren niveles de enojo
2018-Es-00525	Si hay que ir se va.... a las 20 nos vemos #castellers #xiquetstgn #rabia #orgull	anger	0: no se infieren niveles de enojo
2018-Es-06179	Si alguien me habla no me enojo	anger	0: no se infieren niveles de enojo
2018-Es-01381	Misofonia: disgusto provocado por los sonidos que producen los demás, como respirar o masticar.	anger	0: no se infieren niveles de enojo
2018-Es-02065	Jajajajajajajajaajjajajaajaj era peligrosa la tecnica	anger	0: no se infieren niveles de enojo
2018-Es-05776	@EmiRatajkowski Es que es una ofensa para la población penastica, okis.	anger	2: se infiere un grado moderado de enojo
2018-Es-04279	siempre igual ya estoy harto #indignado #enfadado	anger	3: se infiere un grado alto de enojo
2018-Es-01066	@clubleonfc @tigrepastelero JAJAJAJAJAJAJAJAJA te la metieron hasta por las fosas nasales, pedazo de amargo hijo de puta.	anger	3: se infiere un grado alto de enojo
2018-Es-04774	@brenbarrios123 Se me ríe el tuje gagaga #indignada	anger	1: se infiere un bajo grado de enojo
2018-Es-04114	@kevinalonsobg Le pondre la pelea d naruto vs pain y le dire si nagato pudo cambiar tu tmb	anger	0: no se infieren niveles de enojo
2018-Es-04176	#GÉMINIS: a veces piensas como ejecutar una buena venganza contra los que han sido malos contigo. Tarde o temprano la llevarás a cabo...	anger	1: se infiere un bajo grado de enojo
2018-Es-03336	@estevograndal @DDominguez_10 @carlosbertalo_ El palo  no va a funcionar subnormal😤	anger	1: se infiere un bajo grado de enojo
2018-Es-04265	Yo sé que no me ha dado sueño porque estoy indignado.	anger	2: se infiere un grado moderado de enojo
2018-Es-02149	@softestangcl No me enojo, es una expresión :( me refería a molestarlo un poco. Gerardito jajaj qué lindos podo(?	anger	1: se infiere un bajo grado de enojo
2018-Es-06490	@DanielaBlume ayer vi la fiesta Argentina en Gh, probaste el mate amargo bien argentino? Tienes que aprender a tomarlo para el desayuno😄	anger	0: no se infieren niveles de enojo
2018-Es-03016	Me hacen envenenar esos culiados que se hacen los puertoriqueños que problema tenes en el cerebro	anger	3: se infiere un grado alto de enojo
2018-Es-05861	Eso para vos no es un insulto?	anger	1: se infiere un bajo grado de enojo
2018-Es-04263	Ojalá y Dios ponga su mano para tener calma de la sed de venganza que puede continuar.	anger	0: no se infieren niveles de enojo
2018-Es-01501	Esto es tan doloroso 😭 Ya dejen de sufrir 😭	anger	1: se infiere un bajo grado de enojo
2018-Es-04510	@Laesebeefe Detesto comer fuera de hora.  😠	anger	2: se infiere un grado moderado de enojo
2018-Es-00706	vivo cansada como que el cansancio ya es parte de mi, me acostumbre	anger	0: no se infieren niveles de enojo
2018-Es-00732	@AzulRosito Ya lose,pero es tan lindo,y encima negrito,voy a llorar 😢	anger	0: no se infieren niveles de enojo
2018-Es-00836	La ironía que amo las plantas y nunca me regalaron ni un ramo de flores cortado de una alguna casa #Tristeza	anger	1: se infiere un bajo grado de enojo
2018-Es-02455	Que amargado sooooos, DIOS !!	anger	2: se infiere un grado moderado de enojo
2018-Es-00888	@vertvnoticias Bueno a estos le hemos escuchado decir cada cosa... !! Infeliz ...	anger	2: se infiere un grado moderado de enojo
2018-Es-03189	Se enojo por que le hacerte el nombre😂😂	anger	0: no se infieren niveles de enojo
2018-Es-04963	Comer una cucharada de mostaza con miel en ayunas = beber ácido hirviendo.	anger	0: no se infieren niveles de enojo
2018-Es-01357	Que indignación le tengo al chabón que me dijo prostituta por llevar puesto un cancán calado. La puta que te parió. Ni que fuera de red man.	anger	3: se infiere un grado alto de enojo
2018-Es-00166	Es que esta es la venganza porque cuando estaba en mis años mozos, no me salían nunca	anger	2: se infiere un grado moderado de enojo
2018-Es-02268	Temor a estar solos.	anger	0: no se infieren niveles de enojo
2018-Es-00806	Mc estar enojada con mi hermano porque veo algo y lo quiero etiquetar pero mi orgullo no me dejaaa	anger	1: se infiere un bajo grado de enojo
2018-Es-02563	Uy lpm que miedo, espero que no sea nada grave	anger	0: no se infieren niveles de enojo
2018-Es-04302	está ansiosa para a premiére de dunkirk? #askdirectioner	anger	0: no se infieren niveles de enojo
2018-Es-04165	Me gustaría tomarte en serio, pero hacerlo seria ofender tu inteligencia.	anger	2: se infiere un grado moderado de enojo
2018-Es-03791	Quede de cara cuando apareció donald glover en spiderman ,tremenda felicidad me dio	anger	0: no se infieren niveles de enojo
2018-Es-04948	@Semi_Ghoul Joe, yo te insulto y tú me halagas, así da gusto 😌	anger	0: no se infieren niveles de enojo
2018-Es-05459	Pero nose si el se enojo o yo	anger	1: se infiere un bajo grado de enojo
2018-Es-01022	Paula está indignada y yo que no tengo ni para indignarme	anger	1: se infiere un bajo grado de enojo
2018-Es-03866	La mejor arma es la que transforma el pesimismo en optimismo.	anger	0: no se infieren niveles de enojo
2018-Es-02702	@vegetta777 Buen dia vege, espero no estes enojado y pienses que hay gente que si sabe valorar todo el esfuerzo que tu haces, te amo💜	anger	0: no se infieren niveles de enojo
2018-Es-01796	Me verás volar, por la ciudad de la furia... Donde nadie sabe de mí, y yo soy parte de todos.	anger	1: se infiere un bajo grado de enojo
2018-Es-04138	@cohesionmaligna es más enojo que persona.	anger	1: se infiere un bajo grado de enojo
2018-Es-00704	@Jonathan_Hdez3 si llegas a mi casa con unas así no me enojo, hasta te dejo entrar	anger	0: no se infieren niveles de enojo
2018-Es-06947	Estoy rodeada de personas muy resentida. 😔	anger	1: se infiere un bajo grado de enojo
2018-Es-00923	Y por ello, al ser una espera dramática y televisada, marco un antes y un después, una reacción lógica de ira del pueblo, q fué descafeinada	anger	1: se infiere un bajo grado de enojo
2018-Es-04884	¿Qué tan resentida puedes estar para querer meterte en una relación? ¿Quién te hizo tanto daño? 🤔	anger	2: se infiere un grado moderado de enojo
2018-Es-05405	@a_pascual_m @ierrejon No tienes ni puta idea de lo que dices, el insulto por joder y porque se os acaba el chollo.	anger	3: se infiere un grado alto de enojo
2018-Es-05440	Que mh wacho 	anger	1: se infiere un bajo grado de enojo
2018-Es-05296	jajajajajaj seguimos resentida??	anger	0: no se infieren niveles de enojo
2018-Es-02994	Tremenda bronca, mejor me voy a dormir para no matar a nadie	anger	3: se infiere un grado alto de enojo
2018-Es-00840	@BursiFrancisco sos amargo jugando	anger	1: se infiere un bajo grado de enojo
2018-Es-06757	Imagino la indignación, preocupación y rabia de turistas que eligieron Perú para disfrutar y al final pasarla mal. La indiferencia es peor.	anger	1: se infiere un bajo grado de enojo
2018-Es-03027	Me enojo súper rapido,lpm🙄✋	anger	1: se infiere un bajo grado de enojo
2018-Es-02153	O mi verano cambia radical o se convertirá en el verano mas aburrido de la historia	anger	1: se infiere un bajo grado de enojo
2018-Es-02914	Odio cuanti está todo el mundo enfadado y gritando o sea que puta culpa tengo yo	anger	3: se infiere un grado alto de enojo
2018-Es-02272	Tengo un hijo y apoyo que no nos dejen entrar a todos lados con ese gritón implacable.	anger	0: no se infieren niveles de enojo
2018-Es-06407	via @glendyvasquez: @carloshenrypari  Amargado ... Solo era una pregunta y yaaa ... Deje la amargura	anger	1: se infiere un bajo grado de enojo
2018-Es-05281	abandonada ¯\_(ツ)_/¯	anger	0: no se infieren niveles de enojo
2018-Es-03931	"Es que mi nivel de madurez es superior al de los demás"  - Una amargada.	anger	1: se infiere un bajo grado de enojo
2018-Es-03804	Estaba viendo una peli de terror y así de la nada, a mitad de la peli  comienzan a coger dos minas ahre de que me perdí dije	anger	0: no se infieren niveles de enojo
2018-Es-00296	Hace dos días no tenía ni idea de qué era Castlevania y hoy estoy enfadada porque solo hay 4 capítulos de mierda.	anger	3: se infiere un grado alto de enojo
2018-Es-01017	Me acuerdo que mañana viene la señora y me enojo porque me tengo que levantar temprano pero pues tq sra lidia, si no la casa fuera un asco 😢	anger	2: se infiere un grado moderado de enojo
2018-Es-04145	Igual estoy enojada con vos😞😘@taranilla_naia	anger	2: se infiere un grado moderado de enojo
2018-Es-06004	Vengo d mi antiguo insti dond estudié bach d artes #Getafe #antoniolopez #nostalgia #Rabia al ver q se lo están cargando al no darles apoyo😡	anger	3: se infiere un grado alto de enojo
2018-Es-04624	Un día use las cadenitas que me regalaron y La de mí bautismo, me las olvide en el dpto. Hice que me La trajera mí vieja y le robaron. Bien	anger	1: se infiere un bajo grado de enojo
2018-Es-05346	La sonrisa y el ceño no deben asaltarte cuando menos lo esperes. La sonrisa debe estar a tu servicio, acudir sólo cuando la llames.	anger	0: no se infieren niveles de enojo
2018-Es-05876	@Mickey_Dozanti Lamentable para mi, no creo que sea posible vernos, y eso si me pone sad. 😢💔 Igual se divierten y la pasan bonito. 😃❤✨	anger	0: no se infieren niveles de enojo
2018-Es-03218	no les pasa que no les hablan a alguien pq piensan que está enojado, pero resulta que él igual pensaba que tu estabas enojada jaja re lokiz	anger	0: no se infieren niveles de enojo
2018-Es-04525	@faglaurent No me ilusiones así 😤	anger	0: no se infieren niveles de enojo
2018-Es-00185	Que bien me hace hablar con gente que siempre estuvo y está conmigo a pesar de todo 😌👏🏻	anger	0: no se infieren niveles de enojo
2018-Es-00550	Trago amargo, yo cada vez que veo videos de ese partido siento un vacío en el estomago feísimo	anger	2: se infiere un grado moderado de enojo
2018-Es-06213	Me estoy empezando a asustar.	anger	0: no se infieren niveles de enojo
2018-Es-04038	Pesa mas la #rabia q el #cemento	anger	2: se infiere un grado moderado de enojo
2018-Es-06835	¿Por qué no calculan clases en mi escuela? No hice la exposición 	anger	1: se infiere un bajo grado de enojo
2018-Es-06002	aMARgado ayer tarde por nadar a la mañana,hoy en la mañana agujas en el brazo entraron a despertar las Olas  fluyen dentro del ohmbrito	anger	1: se infiere un bajo grado de enojo
2018-Es-02127	Me comi una palabra por estar enojada jaja	anger	0: no se infieren niveles de enojo
2018-Es-00783	@trepidwarrior esque mi internet esta ripeando ya despues como a las 11 ira bien	anger	0: no se infieren niveles de enojo
2018-Es-01083	Estoy re nervioso con este tema	anger	0: no se infieren niveles de enojo
2018-Es-00691	@BCandeFernandez si me contestas no me enojo.	anger	0: no se infieren niveles de enojo
2018-Es-02999	@PaabloCarballo @felixsquash @LucasCsir23 @NicoFl2015 @leoferro5 @YamiLaCsir Nervioso yo??? Te pica el culo porteño. Amarguísimo	anger	2: se infiere un grado moderado de enojo
2018-Es-01614	La hacen re larga. 	anger	1: se infiere un bajo grado de enojo
2018-Es-01346	Me pronostican lluvia toda la semana. #Depresión	anger	1: se infiere un bajo grado de enojo
2018-Es-00128	Este tweet esta deprimido por muchos recuerdos:(	anger	1: se infiere un bajo grado de enojo
2018-Es-04435	Día tan re aburrido u_u	anger	0: no se infieren niveles de enojo
2018-Es-06077	ness no te pienso responder toy enojado.	anger	3: se infiere un grado alto de enojo
2018-Es-02641	Me corte mi deditoooo!!😣 malditas pastillas buscare venganza haha 😄	anger	2: se infiere un grado moderado de enojo
2018-Es-04016	Dios bendice al pueblo de Venezuela en esta horas de oscuridad, que llegue la luz!!!	anger	0: no se infieren niveles de enojo
2018-Es-03066	Y bueno, dejemos de remar por hoy que hasta ayer estaba muy enfadado con la venta de Yuri y el posible fichaje de Iñigo por el Inter...	anger	2: se infiere un grado moderado de enojo
2018-Es-00211	Este dilema financiero me tiene con una zozobra tan brava.: me siento pensativo	anger	0: no se infieren niveles de enojo
2018-Es-00488	@Moyascky A mí me dicen que aca llega apenas 4 mb y que rabia	anger	2: se infiere un grado moderado de enojo
2018-Es-03547	@ObservadBinario Por costoso en avión y peligroso por tierra	anger	0: no se infieren niveles de enojo
2018-Es-03014	@CarlossMartinn Pa que dices na 	anger	0: no se infieren niveles de enojo
2018-Es-01293	@richarddigo No creo yo eso jajajajaja si conmigo estas amargado	anger	0: no se infieren niveles de enojo
2018-Es-00865	@frataslafraok Maaal, lo vi la semana pasada, saben mas de mi vida q yo misma!! 	anger	0: no se infieren niveles de enojo
2018-Es-01126	@BNE_biblioteca @PostigoElena ...para gran disgusto de Quevedo 😝	anger	1: se infiere un bajo grado de enojo
2018-Es-06853	Mi sobrina sigue en cama. No ha comido en varias horas. Parece que la energía del cuerpo se le ha ido. La luz le molesta un poco. #tristeza	anger	1: se infiere un bajo grado de enojo
2018-Es-03787	@MilagrosLeivaG por favor a cambiado hay peligro por q sus hijos ya estan fuera del pais.	anger	0: no se infieren niveles de enojo
2018-Es-02403	@CaroThompson2 Las letras reflejaban la depresión que llevaba el loco	anger	1: se infiere un bajo grado de enojo
2018-Es-00358	Que bajón me dio ver eso 😭	anger	0: no se infieren niveles de enojo
2018-Es-02961	@miishelv20 Me hackearon! 😢	anger	1: se infiere un bajo grado de enojo
2018-Es-06086	@zaurendrunks @aIrengoaIz @onlyIaurens Cállate señorita venganza	anger	2: se infiere un grado moderado de enojo
2018-Es-02843	@waldorftty < Elisabeth había peleado. El espejo estaba hecho añicos, y varios tramos del suelo se habían manchado de sangre. Segundo >	anger	1: se infiere un bajo grado de enojo
2018-Es-03792	@Ashleymusica Sii 😂💔, eso si es incómodo Ash 😂😂	anger	0: no se infieren niveles de enojo
2018-Es-06888	Si alguien me quiere hablar no me enojo jajajaja	anger	0: no se infieren niveles de enojo
2018-Es-00701	Fui hecha mierda a la cancha pero que manera de disfrutarrrrr, terrible partido	anger	0: no se infieren niveles de enojo
2018-Es-05855	—Tengo miedo. —¿De qué? —De que te canses de mí. —¿Tú te cansas de respirar? —No. —Pues es lo mismo.	anger	0: no se infieren niveles de enojo
2018-Es-03426	Agradecemos a @gpscongreso y a @Pdemocratacat expresar la indignación ante la llegada mal y tarde del Gobierno al compromiso con #refugiados	anger	2: se infiere un grado moderado de enojo
2018-Es-00921	@arkangel_dragon Creo q fue un poco de venganza	anger	0: no se infieren niveles de enojo
2018-Es-04217	Negro culiadooo, me tenés abandonado en el Paladins, en el LoL, en todo jajajajaja cuando nos juntamos a chupar?	anger	0: no se infieren niveles de enojo
2018-Es-03286	Me enfurece la gente que desconoce la importancia de cada delegación en la Cd de México #ira 😠	anger	3: se infiere un grado alto de enojo
2018-Es-04807	@GusMenFox @clubleonfc Muy feo!! Horrible se ve la publicidad !!	anger	2: se infiere un grado moderado de enojo
2018-Es-01418	Mi huerta necesita agua con desesperación y yo me duermo.	anger	0: no se infieren niveles de enojo
2018-Es-02164	Cómo me enferrrrman estás cosassss 	anger	3: se infiere un grado alto de enojo
2018-Es-05608	SORPRESA EN LA PUERTA: ¬°unas tentadoras cajas de regalo rojas y amarillas est√°n causando revuelo en las puertas! #SmurfsVillage @SmurfsG	anger	0: no se infieren niveles de enojo
2018-Es-01551	Como me van a decir gobernada, estoy indignada.	anger	3: se infiere un grado alto de enojo
2018-Es-01741	Siempre sale uno enojado cuando jugamos a la lotería😂	anger	1: se infiere un bajo grado de enojo
2018-Es-01214	@nabedal77 Si, @Aylenmilla me lo hizo, buff muy amargo	anger	1: se infiere un bajo grado de enojo
2018-Es-04378	Bola de pendejos sin madre los que están asaltando coches en medio del tráfico #Rabia	anger	3: se infiere un grado alto de enojo
2018-Es-06113	@asioelato Pare usted el carro de la indignación que se pasa de parada ♥♥♥	anger	1: se infiere un bajo grado de enojo
2018-Es-00803	@trinitro Con no insultar ni descalificar ya nos podríamos conformar, pero por desgracia hay gente q no es capaz ni de eso	anger	2: se infiere un grado moderado de enojo
2018-Es-01472	El enojo me puede durar ufff🙄	anger	1: se infiere un bajo grado de enojo
2018-Es-04373	@losmartines Vamoooos #PeñA!!! El coach está demostrando que es gigante!!!#Leo	anger	0: no se infieren niveles de enojo
2018-Es-01458	Que en la batalla del amor, sé que he peleado con honor, te lo di todo y lo perdí.	anger	0: no se infieren niveles de enojo
2018-Es-06508	Si alguien me habla no me enojo😜	anger	0: no se infieren niveles de enojo
2018-Es-06893	Ahora me voy a ir a dormir enojado.	anger	2: se infiere un grado moderado de enojo
2018-Es-03915	Ya estos hps me tienen harto la verdad.😠	anger	3: se infiere un grado alto de enojo
2018-Es-02713	@Ojitoschinooos Esa quien? Porq siempre tenes q meter a alguien che pajerito resentido jajajajajajaja	anger	1: se infiere un bajo grado de enojo
2018-Es-01895	@Supervivientes Un vago redomado que al principio hacia gracia, perdió kilos y perdió gracia, las dos cosas, al final es un resentido pelota	anger	1: se infiere un bajo grado de enojo
2018-Es-06940	@NoticiasVenezue En claro signo de desesperación por verse descubierto el gigantesco fraude cometido a la nación.	anger	2: se infiere un grado moderado de enojo
2018-Es-05556	Odio ser tan sensible, me emociono muy rápido, me enojo muy rápido y me pongo mal el doble de rápido.	anger	2: se infiere un grado moderado de enojo
2018-Es-01491	Si empieza a llover no me enojo	anger	0: no se infieren niveles de enojo
2018-Es-01113	@eddiebaeza estoy de acuerdo contigo lamentablemente lo economico esta por encima del deporte me refiero a dos torneos cortos saludos	anger	0: no se infieren niveles de enojo
2018-Es-05115	Cuando un niño hace un berrinche porque querían un hermanito en vez de hermanita. Qué propones? Que aborte la mamá y lo intente otra vez?	anger	1: se infiere un bajo grado de enojo
2018-Es-03097	@lesxlex Okay tu ganas, no eres amargada, claramente en esa foto se ve que eres suuuuuper buena onda.	anger	1: se infiere un bajo grado de enojo
2018-Es-03439	Qué es lo que busca el hombre?  Corromperse más?   Dios está indignado de esta sociedad la venida del sr. Jesucristo  está cerca.	anger	1: se infiere un bajo grado de enojo
2018-Es-05589	La gente siempre piensa que los estoy mirando mal. Yo no miro mal a nadie, tengo cara de amargado y ya.	anger	2: se infiere un grado moderado de enojo
